Min Mag,Mean,Standard Deviation,COV
6.0,0.9948054,0.43298826,0.4352492
6.5,0.9964143,0.35403326,0.35530728
7.0,0.9958008,0.32711393,0.32849333
7.5,0.9881728,0.42434347,0.42942232
