Magnitude,Mean,Standard Deviation
10.0,2.946773,1.6378114
30.0,2.3684444,1.1992396
50.0,2.3070867,0.8711345
70.0,2.2800314,0.6086767
90.0,2.3048627,0.5066111
110.0,2.3630304,0.50001967
130.0,2.437652,0.49009138
150.0,2.4575155,0.49728915
170.0,2.508184,0.4752305
190.0,2.5381026,0.46045238
210.0,2.6137688,0.42014623
