Magnitude,Mean,Standard Deviation
10.0,1.8390149,1.1339728
30.0,1.4965225,0.38693318
50.0,1.6644851,0.353202
70.0,1.7683228,0.3340093
90.0,1.832391,0.3222279
110.0,1.8631943,0.31403536
130.0,1.9066093,0.29872844
150.0,1.9118303,0.27226567
170.0,1.912207,0.24845615
190.0,1.909468,0.23033486
210.0,1.9163455,0.20784563
