Magnitude,Mean,Standard Deviation
10.0,2.6393437,1.4907112
30.0,2.2456765,1.0573199
50.0,2.2712357,0.7723338
70.0,2.305987,0.5653169
90.0,2.3614914,0.4898182
110.0,2.408993,0.49351254
130.0,2.4840345,0.49926603
150.0,2.4402554,0.57330567
170.0,2.5230775,0.54148453
190.0,2.5598958,0.49416566
210.0,2.6271222,0.40470573
