Min Mag,Mean,Standard Deviation,COV
6.0,0.9929893,0.33855644,0.3409467
6.5,0.9924844,0.3198119,0.3222337
7.0,0.99093515,0.31892455,0.32184198
7.5,0.9839595,0.41668132,0.42347404
