Magnitude,Mean,Standard Deviation
10.0,3.7672782,1.7014239
30.0,2.5936577,1.2272803
50.0,2.9856613,1.3161461
70.0,3.4968863,1.4469402
90.0,3.8354833,1.4974327
110.0,3.9425502,1.4506965
130.0,3.9845176,1.4405395
150.0,4.1614194,1.4297593
170.0,4.220962,1.3644711
190.0,3.9474154,1.1956152
210.0,3.557214,0.97041917
