Scenario,Distance (km),Overall Result,Plot File Name,1s Min Criterion,1s Max Criterion,1s GMPE Median,1s Sim Median,1s Sim Std Dev,1s Result,1.1s Min Criterion,1.1s Max Criterion,1.1s GMPE Median,1.1s Sim Median,1.1s Sim Std Dev,1.1s Result,1.2s Min Criterion,1.2s Max Criterion,1.2s GMPE Median,1.2s Sim Median,1.2s Sim Std Dev,1.2s Result,1.3s Min Criterion,1.3s Max Criterion,1.3s GMPE Median,1.3s Sim Median,1.3s Sim Std Dev,1.3s Result,1.5s Min Criterion,1.5s Max Criterion,1.5s GMPE Median,1.5s Sim Median,1.5s Sim Std Dev,1.5s Result,1.7s Min Criterion,1.7s Max Criterion,1.7s GMPE Median,1.7s Sim Median,1.7s Sim Std Dev,1.7s Result,2s Min Criterion,2s Max Criterion,2s GMPE Median,2s Sim Median,2s Sim Std Dev,2s Result,2.2s Min Criterion,2.2s Max Criterion,2.2s GMPE Median,2.2s Sim Median,2.2s Sim Std Dev,2.2s Result,2.4s Min Criterion,2.4s Max Criterion,2.4s GMPE Median,2.4s Sim Median,2.4s Sim Std Dev,2.4s Result,2.6s Min Criterion,2.6s Max Criterion,2.6s GMPE Median,2.6s Sim Median,2.6s Sim Std Dev,2.6s Result,2.8s Min Criterion,2.8s Max Criterion,2.8s GMPE Median,2.8s Sim Median,2.8s Sim Std Dev,2.8s Result,3s Min Criterion,3s Max Criterion,3s GMPE Median,3s Sim Median,3s Sim Std Dev,3s Result
"M6.6, Vertical Strike-Slip with Surface Rupture",20.0,FAIL,bbp_partB_m6p6_vert_ss_surface_20km.png,0.08132775,0.16927306,0.11733115,0.18044,0.53858733,FAIL,0.072330415,0.15054628,0.10435073,0.15738,0.5537043,FAIL,0.064988516,0.13526508,0.09375861,0.1374,0.5660581,FAIL,0.058894563,0.12258132,0.0849669,0.12168,0.5569857,PASS,0.049388528,0.10279575,0.071252584,0.0953405,0.5245871,PASS,0.0420322,0.08774199,0.060639646,0.0764345,0.50743806,PASS,0.034090474,0.071435764,0.04918216,0.0600415,0.5083245,PASS,0.030241305,0.063314416,0.04362898,0.053424,0.50591636,PASS,0.027108068,0.056709155,0.039108675,0.047748,0.4934056,PASS,0.024513254,0.05124317,0.03536515,0.042473,0.48890185,PASS,0.022332808,0.046653308,0.032219432,0.038039498,0.49612826,PASS,0.020477558,0.04275056,0.02954287,0.033991,0.50938755,PASS
"M6.6, Vertical Strike-Slip with Surface Rupture",50.0,PASS,bbp_partB_m6p6_vert_ss_surface_50km.png,0.032854773,0.068382904,0.047399417,0.0586945,0.5299438,PASS,0.029370215,0.06113025,0.042372264,0.052046,0.53455466,PASS,0.026512789,0.055182893,0.03824987,0.0471185,0.54846835,PASS,0.02413036,0.05022418,0.03481275,0.042469,0.5437008,PASS,0.02039189,0.04244305,0.029419279,0.0349775,0.55014646,PASS,0.017372187,0.03615793,0.025062768,0.0286675,0.53493714,PASS,0.014108406,0.0293648,0.02035413,0.0225415,0.51473725,PASS,0.012503285,0.026023949,0.018038427,0.019507,0.5086153,PASS,0.011197924,0.02330701,0.016155189,0.017816,0.50365776,PASS,0.0101178,0.021058874,0.014596899,0.016319,0.4999528,PASS,0.009210873,0.019171227,0.013288482,0.014617,0.5053919,PASS,0.008439771,0.017566279,0.012176016,0.0134149995,0.51178175,PASS
"M6.6, Vertical Strike-Slip with Surface Rupture",100.0,FAIL,bbp_partB_m6p6_vert_ss_surface_100km.png,0.015680334,0.03263656,0.022621939,0.0337585,0.4358174,FAIL,0.014121177,0.029391378,0.020372551,0.0302695,0.45539153,FAIL,0.0128335515,0.026711356,0.018514901,0.026669,0.47357124,PASS,0.011752993,0.024462316,0.016955985,0.023107,0.47280663,PASS,0.010042855,0.020902887,0.014488776,0.0176915,0.4585401,PASS,0.0085824765,0.0178633,0.012381896,0.014098,0.47023332,PASS,0.00699842,0.014566295,0.010096586,0.01063,0.47754622,PASS,0.00620169,0.012908006,0.008947148,0.0095114,0.46982697,PASS,0.0055538034,0.011559514,0.008012445,0.0084638,0.478457,PASS,0.005017747,0.010443783,0.007239079,0.00769745,0.48306292,PASS,0.0045676776,0.009507023,0.006589766,0.00705165,0.48183355,PASS,0.004185036,0.008710604,0.0060377307,0.0063692,0.47702354,PASS
