Min Mag,Mean,Standard Deviation,COV
6.0,0.9958914,0.7763369,0.77953976
6.5,0.99537855,0.6231308,0.62602395
7.0,0.9932152,0.53780067,0.54147446
7.5,0.98816365,0.48002762,0.48577744
