Magnitude,Mean,Standard Deviation
10.0,2.6505835,1.6220205
30.0,2.0180964,1.1072837
50.0,2.2442875,1.1511439
70.0,2.5438898,1.2416551
90.0,2.7401385,1.268541
110.0,2.8051274,1.2382594
130.0,2.8189216,1.2186879
150.0,2.829891,1.1655942
170.0,2.8046727,1.0160077
190.0,2.605504,0.8201057
210.0,2.59627,0.7661098
