Min Mag,Mean,Standard Deviation,COV
6.0,0.99958366,0.7950826,0.79541373
6.5,0.99961054,0.6100959,0.6103336
7.0,0.99926805,0.5069679,0.50733924
7.5,0.99859524,0.50282955,0.5035369
