Magnitude,Mean,Standard Deviation
10.0,2.1709733,1.2423301
30.0,1.7005562,0.44231862
50.0,1.8928701,0.40112793
70.0,2.0126994,0.3799802
90.0,2.085723,0.3654067
110.0,2.1216984,0.35426888
130.0,2.1701791,0.33804512
150.0,2.1742337,0.30564126
170.0,2.1722636,0.28103969
190.0,2.1669004,0.26102123
210.0,2.1796422,0.22802122
