Min Mag,Mean,Standard Deviation,COV
6.0,0.98948103,0.4224817,0.426973
6.5,0.69518,0.2623698,0.37741277
7.0,0.51078296,0.18102272,0.35440245
7.5,0.21030688,0.089287035,0.42455593
