Min Mag,Mean,Standard Deviation,COV
6.0,0.9995618,0.32053852,0.32067904
6.5,0.9995095,0.30571446,0.30586445
7.0,0.99898565,0.31567708,0.3159976
7.5,0.996691,0.4739869,0.47556055
