Min Mag,Mean,Standard Deviation,COV
6.0,0.9992264,0.77959955,0.7802031
6.5,0.99907637,0.60908514,0.6096483
7.0,0.9984685,0.50484264,0.50561696
7.5,0.9971495,0.48625135,0.48764136
