Magnitude,Mean,Standard Deviation
10.0,2.23366,1.2583324
30.0,1.7388686,0.45190382
50.0,1.9198544,0.40689972
70.0,2.0311308,0.3794684
90.0,2.10199,0.3626536
110.0,2.132932,0.35021412
130.0,2.183981,0.33237875
150.0,2.187735,0.3002756
170.0,2.1924837,0.27708107
190.0,2.1900764,0.25660852
210.0,2.2006874,0.22572501
