Magnitude,Mean,Standard Deviation
10.0,2.3408334,1.2806916
30.0,1.8377322,0.47511497
50.0,2.0391686,0.43163514
70.0,2.158438,0.40688333
90.0,2.2292328,0.39389175
110.0,2.2648659,0.38502422
130.0,2.3173614,0.3678364
150.0,2.31786,0.33687904
170.0,2.313697,0.30757418
190.0,2.3173418,0.28496906
210.0,2.3211699,0.24601243
