Min Mag,Mean,Standard Deviation,COV
6.0,0.9996022,0.7585843,0.7588862
6.5,0.99951947,0.606698,0.6069897
7.0,0.9991857,0.5077893,0.50820315
7.5,0.9976494,0.4899907,0.49114522
