Min Mag,Mean,Standard Deviation,COV
6.0,0.9996285,0.7853232,0.7856151
6.5,0.99957454,0.6077192,0.60797787
7.0,0.9991751,0.50498337,0.50540024
7.5,0.9982257,0.4965773,0.49745995
