Min Mag,Mean,Standard Deviation,COV
6.0,0.9997801,0.32190323,0.32197404
6.5,0.99975103,0.30653146,0.30660778
7.0,0.9994519,0.31714502,0.31731895
7.5,0.99775606,0.46789703,0.46894935
