Magnitude,Mean,Standard Deviation
10.0,2.137648,1.2237525
30.0,1.7285823,0.44511437
50.0,1.9221835,0.4052991
70.0,2.0373645,0.385799
90.0,2.1076198,0.37370044
110.0,2.1432743,0.3630433
130.0,2.1925797,0.3451739
150.0,2.196497,0.31043798
170.0,2.199369,0.2865934
190.0,2.1955595,0.26459673
210.0,2.2023253,0.23516579
