Magnitude,Mean,Standard Deviation,0.0 fractile,0.025 fractile,0.16 fractile,0.5 fractile,0.84 fractile,0.975 fractile,1.0 fractile
5.0000024,29.90710366487707,65.41927786311851,0.0,0.0,2.312949186873756,4.054557380954982,58.71539745893265,189.13756986441115,3252.310221254858
5.158675,36.06164316074065,131.875563830556,0.0,1.9603241531916908,2.891217020105963,5.500699325683009,29.34500104191249,312.7414689680315,4264.167212131858
5.317348,27.05696786155357,74.27770860708334,0.0,2.148387989127078,3.0332921017857744,6.117250681041948,33.980961920719245,267.5075023010591,3019.0556334435573
5.476021,18.418784941707354,42.15051511608738,0.852878774179654,2.073888752070909,2.93201149737462,5.5028563545648375,24.701697240722545,153.84666123748787,1325.322506347494
5.6346936,12.77743748510654,25.152568350985955,0.9084363266330824,1.9319434703294647,2.7145039724763986,4.789995821528047,17.494727340337967,96.35299745375058,720.3818286762288
5.7933664,9.120047780817897,15.66946860189317,0.9446942009412539,1.7627203796202466,2.4455651655361916,4.069543298226707,12.548535842427679,61.97975737810723,414.632701251301
5.9520392,6.644846451136612,9.945855381096653,0.9426186649549367,1.59341856696345,2.1971408421792393,3.47468153008134,9.083747027687952,39.968168695240436,310.69911315596283
6.1107125,4.949022082344736,6.296061122860697,0.8240937890533928,1.4566471439090056,1.9579552942151166,2.9519991509593146,6.707196131738351,26.057097353355974,169.70699301593461
6.2693853,3.7481041408730134,4.0314194477433825,0.7628425772388645,1.3143325619917292,1.756350219384868,2.5297647096761526,5.004494482413047,16.763359791413993,165.15167056651424
6.428058,2.990640121316907,2.5369579849681587,0.7770896121290873,1.234058922003085,1.624308349376419,2.2422531094561617,3.892062999065931,11.355335532439117,43.16803122493113
6.586731,2.5284168884073703,1.7977481037854701,0.7367889316682961,1.1725630145410546,1.5210765277930387,2.050929590609708,3.1624444245293386,8.369744692036987,41.560511438232965
6.745404,2.210997206913068,1.2366713516129093,0.6873324133211356,1.1142174333305486,1.442215561267752,1.9028808088038753,2.7326055258061333,6.172039656245651,19.695085635879845
6.9040766,1.9888721819932413,0.8549242893394431,0.5939876610901882,1.0895229885235083,1.399138009579513,1.805033917196855,2.4283424085296215,4.525763114663604,13.43459810648941
7.0627494,1.870008473358303,0.6612955451251351,0.4810708237320827,1.0857963018642716,1.3770918351337909,1.7531663112131328,2.25600250269283,3.7256967772223204,18.895208511272852
7.221422,1.8301339827917271,0.5026411165635449,0.5466139686426283,1.1084569431325684,1.397093137739757,1.7561215146495157,2.219384414294096,3.0763304368309883,7.8685730947219445
7.380095,1.8401838873571654,0.4228493412486215,0.6105920804012637,1.139567667822663,1.4565172414453367,1.7951434645177833,2.2046897834768746,2.816102360484185,5.730835025482405
7.5387683,1.8891752533588908,0.3621674248887985,0.6865246052287225,1.197504263605381,1.5448355622702945,1.876415062981913,2.239806640061056,2.617614148971273,5.3421609272264
7.697441,2.080237420388913,0.40499935867675313,0.7535467572855237,1.2700201094491457,1.6949792302688536,2.0606125409571447,2.4843279224739137,2.9013435835255192,3.797707728980624
7.856114,2.1150136838766294,0.3298080214943191,0.8136774031850278,1.4109192515541222,1.8355997794631613,2.099590294551562,2.4080049444362865,2.8285853479934393,3.405547917179016
8.014787,2.1275000690680104,0.4213599730513458,0.947539498273746,0.947539498273746,1.656628676814835,2.127079648606517,2.629492018693238,2.766424314704949,2.766424314704949
