Magnitude,Mean,Standard Deviation
10.0,5.0927763,1.4090241
30.0,1.8235093,0.4840126
50.0,2.0131445,0.4319347
70.0,2.1304421,0.40869993
90.0,2.2019157,0.3954074
110.0,2.2368925,0.3860018
130.0,2.291541,0.36782718
150.0,2.2918463,0.33344948
170.0,2.2868025,0.30744308
190.0,2.280931,0.28399754
210.0,2.2840583,0.25415403
