Min Mag,Mean,Standard Deviation,COV
6.0,0.99965084,0.7736501,0.7739203
6.5,0.99956226,0.60992694,0.6101941
7.0,0.99932134,0.5136621,0.51401097
7.5,0.9981444,0.5018872,0.50282025
