Min Mag,Mean,Standard Deviation,COV
6.0,0.9996474,0.89184,0.89215463
6.5,0.99958074,0.6480098,0.6482816
7.0,0.99932206,0.5527092,0.55308414
7.5,0.99876887,0.49933,0.49994552
