Magnitude,Mean,Standard Deviation
10.0,1.2591314,0.95205164
30.0,0.98656636,0.26172152
50.0,1.0969589,0.23970118
70.0,1.1662862,0.22982849
90.0,1.2080806,0.22474578
110.0,1.2275327,0.21726787
130.0,1.2607528,0.20666707
150.0,1.261563,0.18766023
170.0,1.2612889,0.17315698
190.0,1.2621285,0.16317345
210.0,1.2832297,0.18896024
