Min Mag,Mean,Standard Deviation,COV
6.0,0.8529094,0.74725467,0.8761243
6.5,0.84784937,0.6274515,0.7400507
7.0,0.8349883,0.5375482,0.6437793
7.5,0.86895573,0.44512612,0.51225406
