Min Mag,Mean,Standard Deviation,COV
6.0,0.8650378,0.9554057,1.104467
6.5,0.8573208,0.63582414,0.74164087
7.0,0.84458274,0.63655055,0.7536864
7.5,0.87790257,0.4890763,0.5570963
