Scenario,Distance (km),Overall Result,Plot File Name,1s Min Criterion,1s Max Criterion,1s GMPE Median,1s Sim Median,1s Sim Std Dev,1s Result,1.1s Min Criterion,1.1s Max Criterion,1.1s GMPE Median,1.1s Sim Median,1.1s Sim Std Dev,1.1s Result,1.2s Min Criterion,1.2s Max Criterion,1.2s GMPE Median,1.2s Sim Median,1.2s Sim Std Dev,1.2s Result,1.3s Min Criterion,1.3s Max Criterion,1.3s GMPE Median,1.3s Sim Median,1.3s Sim Std Dev,1.3s Result,1.5s Min Criterion,1.5s Max Criterion,1.5s GMPE Median,1.5s Sim Median,1.5s Sim Std Dev,1.5s Result,1.7s Min Criterion,1.7s Max Criterion,1.7s GMPE Median,1.7s Sim Median,1.7s Sim Std Dev,1.7s Result,2s Min Criterion,2s Max Criterion,2s GMPE Median,2s Sim Median,2s Sim Std Dev,2s Result,2.2s Min Criterion,2.2s Max Criterion,2.2s GMPE Median,2.2s Sim Median,2.2s Sim Std Dev,2.2s Result,2.4s Min Criterion,2.4s Max Criterion,2.4s GMPE Median,2.4s Sim Median,2.4s Sim Std Dev,2.4s Result,2.6s Min Criterion,2.6s Max Criterion,2.6s GMPE Median,2.6s Sim Median,2.6s Sim Std Dev,2.6s Result,2.8s Min Criterion,2.8s Max Criterion,2.8s GMPE Median,2.8s Sim Median,2.8s Sim Std Dev,2.8s Result,3s Min Criterion,3s Max Criterion,3s GMPE Median,3s Sim Median,3s Sim Std Dev,3s Result
"M6.6, Vertical Strike-Slip with Surface Rupture",20.0,FAIL,bbp_partB_m6p6_vert_ss_surface_20km.png,0.08132775,0.16927306,0.11733115,0.19880483,0.6085989,FAIL,0.072330415,0.15054628,0.10435073,0.17318,0.63776827,FAIL,0.064988516,0.13526508,0.09375861,0.15252432,0.67893434,FAIL,0.058894563,0.12258132,0.0849669,0.13242999,0.6647311,FAIL,0.049388528,0.10279575,0.071252584,0.10331,0.6351568,FAIL,0.0420322,0.08774199,0.060639646,0.085327975,0.64356726,PASS,0.034090474,0.071435764,0.04918216,0.07544,0.6990793,FAIL,0.030241305,0.063314416,0.04362898,0.07221,0.72688305,FAIL,0.027108068,0.056709155,0.039108675,0.062696,0.7095853,FAIL,0.024513254,0.05124317,0.03536515,0.053697992,0.67860603,FAIL,0.022332808,0.046653308,0.032219432,0.044366997,0.64602715,PASS,0.020477558,0.04275056,0.02954287,0.037682,0.6294739,PASS
"M6.6, Vertical Strike-Slip with Surface Rupture",50.0,FAIL,bbp_partB_m6p6_vert_ss_surface_50km.png,0.032854773,0.068382904,0.047399417,0.0610495,0.6184591,PASS,0.029370215,0.06113025,0.042372264,0.054583963,0.6134774,PASS,0.026512789,0.055182893,0.03824987,0.0483755,0.6569434,PASS,0.02413036,0.05022418,0.03481275,0.043138,0.66993994,PASS,0.02039189,0.04244305,0.029419279,0.040057,0.68884397,PASS,0.017372187,0.03615793,0.025062768,0.033440996,0.69653773,PASS,0.014108406,0.0293648,0.02035413,0.028990997,0.71310467,PASS,0.012503285,0.026023949,0.018038427,0.027638463,0.7182833,FAIL,0.011197924,0.02330701,0.016155189,0.026935969,0.7620179,FAIL,0.0101178,0.021058874,0.014596899,0.023625996,0.7636309,FAIL,0.009210873,0.019171227,0.013288482,0.020175498,0.72146374,FAIL,0.008439771,0.017566279,0.012176016,0.017757,0.6856818,FAIL
"M6.6, Vertical Strike-Slip with Surface Rupture",100.0,FAIL,bbp_partB_m6p6_vert_ss_surface_100km.png,0.015680334,0.03263656,0.022621939,0.040959995,0.6473653,FAIL,0.014121177,0.029391378,0.020372551,0.035444997,0.6747057,FAIL,0.0128335515,0.026711356,0.018514901,0.030967485,0.6708877,FAIL,0.011752993,0.024462316,0.016955985,0.028119497,0.683858,FAIL,0.010042855,0.020902887,0.014488776,0.02130347,0.6562699,FAIL,0.0085824765,0.0178633,0.012381896,0.0167865,0.63961035,PASS,0.00699842,0.014566295,0.010096586,0.012912499,0.6412904,PASS,0.00620169,0.012908006,0.008947148,0.012858996,0.6802769,PASS,0.0055538034,0.011559514,0.008012445,0.01209999,0.73574066,FAIL,0.005017747,0.010443783,0.007239079,0.011378499,0.7827134,FAIL,0.0045676776,0.009507023,0.006589766,0.010403494,0.7778964,FAIL,0.004185036,0.008710604,0.0060377307,0.009290139,0.7407132,FAIL
