Min Mag,Mean,Standard Deviation,COV
6.0,0.99970496,0.4126613,0.41278312
6.5,0.9997295,0.3542993,0.35439515
7.0,0.9994784,0.33746332,0.33763945
7.5,0.9982186,0.46938756,0.47022521
