Magnitude,Mean,Standard Deviation
10.0,6.507943,1.5063235
30.0,5.3511863,1.0167084
50.0,6.1475506,0.7511181
70.0,6.6516385,0.5697467
90.0,6.9723063,0.45537314
110.0,7.123869,0.39195803
130.0,7.3047376,0.3093047
150.0,7.3067303,0.2603952
170.0,7.300587,0.22391681
190.0,7.238768,0.2007041
210.0,7.109264,0.17648804
