Min Mag,Mean,Standard Deviation,COV
6.0,0.9998202,0.319222,0.31927943
6.5,0.9997937,0.30530944,0.30537245
7.0,0.9995609,0.31573778,0.31587648
7.5,0.9980505,0.45771596,0.45861003
