Magnitude,Mean,Standard Deviation
10.0,2.4450336,1.3624783
30.0,2.3596294,0.8730503
50.0,2.7107434,0.867168
70.0,3.0186992,0.92459637
90.0,3.2279735,0.9590175
110.0,3.3894181,0.97306865
130.0,3.5292716,0.98192096
150.0,3.526861,0.9129409
170.0,3.4848452,0.83615327
190.0,3.470101,0.76425856
210.0,3.5613644,0.70672804
