Min Mag,Mean,Standard Deviation,COV
6.0,0.99962854,0.32252276,0.3226426
6.5,0.9995714,0.30716005,0.30729178
7.0,0.9991918,0.32042867,0.32068786
7.5,0.9973563,0.48124892,0.48252457
