Magnitude,Mean,Standard Deviation
10.0,2.2753859,1.2694532
30.0,1.7880843,0.4622981
50.0,1.987896,0.42551702
70.0,2.1142251,0.40758193
90.0,2.1887953,0.39813033
110.0,2.2344358,0.38463527
130.0,2.2766619,0.37005216
150.0,2.2868388,0.34594896
170.0,2.2791898,0.31539163
190.0,2.2744539,0.2865495
210.0,2.3273675,0.24934101
