Site Name,Data MRI (yr),Data Annual Rate,Catalog MRI (yr),Catalog Annual Rate,Catalog Occurences,Prob Filtered Catalog MRI (yr),Prob Filtered Catalog Annual Rate,Prob Filtered Catalog Occurences
HOG,191.00,0.005235602,344.55,0.002902349,1231,348.62,0.002868418,1216.61
FRA,119.00,0.008403362,113.88,0.008781277,3727,117.91,0.008480706,3599.36
COA,181.00,0.005524862,172.29,0.0058040675,2463,185.06,0.0054036197,2292.8
SCZ,106.00,0.009433962,109.51,0.009131829,3875,129.13,0.0077441707,3286.25
TYS,329.00,0.0030395137,338.51,0.0029541387,1254,373.62,0.00267654,1136.02
TOTAL,31.61,0.0316373,33.81,0.029574942,12550,36.78,0.027189994,11537.92
