Magnitude,Mean,Standard Deviation
10.0,2.338424,1.2846985
30.0,1.8406237,0.49344185
50.0,2.0518024,0.44824317
70.0,2.1852615,0.42712557
90.0,2.2602808,0.4108729
110.0,2.3062725,0.387696
130.0,2.3409257,0.35970947
150.0,2.3565562,0.3342819
170.0,2.3606975,0.31341538
190.0,2.3487804,0.28976434
210.0,2.3323514,0.26576465
