Min Mag,Mean,Standard Deviation,COV
6.0,0.99241924,0.49089363,0.4946434
6.5,0.8600714,0.28256887,0.32854116
7.0,0.7452422,0.22286737,0.2990536
7.5,0.63852984,0.2440868,0.38226375
