Min Mag,Mean,Standard Deviation,COV
6.0,0.9989795,0.5683329,0.5689135
6.5,0.99922854,0.3925307,0.39283377
7.0,0.9992726,0.34637228,0.3466244
7.5,0.99857676,0.4319417,0.43255734
