Min Mag,Mean,Standard Deviation,COV
6.0,0.9989947,0.33573207,0.3360699
6.5,0.99901706,0.3101423,0.31044745
7.0,0.9990308,0.30080056,0.30109236
7.5,0.99818957,0.41451433,0.41526613
