Min Mag,Mean,Standard Deviation,COV
6.0,0.9990354,0.9948632,0.99582374
6.5,0.999038,0.7025362,0.70321274
7.0,0.998986,0.58223945,0.5828304
7.5,0.998492,0.5290533,0.5298523
