Min Mag,Mean,Standard Deviation,COV
6.0,0.99957657,0.32143956,0.32157576
6.5,0.99951774,0.30238003,0.30252594
7.0,0.99919814,0.32555005,0.3258113
7.5,0.99652153,0.56383944,0.5658076
