Magnitude,Mean,Standard Deviation
10.0,2.6728332,1.3225771
30.0,2.288119,0.57635564
50.0,2.546469,0.52864337
70.0,2.7089713,0.5114703
90.0,2.8111768,0.5000141
110.0,2.8610406,0.48488948
130.0,2.9278708,0.47154954
150.0,2.9292388,0.41771692
170.0,2.9287674,0.37712914
190.0,2.9205244,0.34361437
210.0,2.945718,0.29618472
