Magnitude,Mean,Standard Deviation
10.0,2.6406877,1.4279295
30.0,2.4384227,0.95637727
50.0,2.811261,0.9792886
70.0,3.1364112,1.0146853
90.0,3.3294387,0.9908513
110.0,3.4119997,0.93843853
130.0,3.4871514,0.9094725
150.0,3.544325,0.8481509
170.0,3.5281878,0.77542275
190.0,3.5069342,0.71667635
210.0,3.5048468,0.60770243
