Min Mag,Mean,Standard Deviation,COV
6.0,0.999851,0.3322923,0.3323418
6.5,0.9998252,0.31327432,0.3133291
7.0,0.9996566,0.31982306,0.3199329
7.5,0.99786,0.48357853,0.4846156
