Magnitude,Mean,Standard Deviation
10.0,2.1126037,1.2245121
30.0,1.6555637,0.42905375
50.0,1.8430134,0.389017
70.0,1.95765,0.37283543
90.0,2.0326529,0.36083335
110.0,2.0677028,0.35106993
130.0,2.1237633,0.3339573
150.0,2.1230962,0.29899123
170.0,2.1139839,0.27350715
190.0,2.1127064,0.25535467
210.0,2.1192856,0.22645509
