Magnitude,Mean,Standard Deviation
10.0,1.6065226,0.7904149
30.0,1.7126278,0.19685854
50.0,1.8757224,0.15712601
70.0,1.9630659,0.118563466
90.0,2.0756564,0.10226917
110.0,1.9532887,0.16656944
130.0,1.9472514,0.08881988
