Magnitude,Mean,Standard Deviation
10.0,3.3132331,1.445453
30.0,2.6199312,0.67592186
50.0,2.9301164,0.6291051
70.0,3.1202447,0.6116653
90.0,3.2341895,0.59663236
110.0,3.2845573,0.58421326
130.0,3.3677094,0.55780995
150.0,3.3771045,0.5063678
170.0,3.3689737,0.46437147
190.0,3.3618672,0.4294978
210.0,3.366233,0.37870026
