Min Mag,Mean,Standard Deviation,COV
6.0,0.99971956,0.4123739,0.4124896
6.5,0.9997365,0.35401958,0.35411286
7.0,0.99951696,0.337022,0.3371849
7.5,0.9980867,0.47670487,0.4776187
