Magnitude,Mean,Standard Deviation
10.0,2.376633,1.2862952
30.0,1.8656094,0.48154435
50.0,2.0659182,0.4412419
70.0,2.1949937,0.42831075
90.0,2.2715914,0.42016605
110.0,2.3096356,0.41182196
130.0,2.3732252,0.39862177
150.0,2.3768623,0.36540523
170.0,2.3682508,0.33264995
190.0,2.3608105,0.30635837
210.0,2.3766694,0.26813802
