Magnitude,Mean,Standard Deviation
10.0,1.6287225,0.8320247
30.0,1.7401335,0.4524131
50.0,1.9310367,0.40643525
70.0,2.048989,0.38171753
90.0,2.118794,0.36727402
110.0,2.1593227,0.36600173
130.0,2.2002773,0.3351663
150.0,2.2176242,0.30718544
170.0,2.2343001,0.28509143
190.0,2.246522,0.26457527
210.0,2.2619052,0.23607408
