Min Mag,Mean,Standard Deviation,COV
6.0,0.99971247,0.41371542,0.4138344
6.5,0.99971163,0.3550486,0.35515103
7.0,0.9995345,0.33700103,0.33715796
7.5,0.9984716,0.47799152,0.4787232
