Min Mag,Mean,Standard Deviation,COV
6.0,0.99959743,0.78333616,0.78365165
6.5,0.99949956,0.6083526,0.6086572
7.0,0.99939233,0.50948125,0.509791
7.5,0.9981921,0.49705055,0.49795082
