Magnitude,Mean,Standard Deviation
10.0,4.3799667,1.533188
30.0,3.5011847,0.8972294
50.0,3.949472,0.84317225
70.0,4.2198896,0.81240416
90.0,4.383227,0.79348594
110.0,4.4610243,0.7766565
130.0,4.5820236,0.7507668
150.0,4.587975,0.70410967
170.0,4.582006,0.6635098
190.0,4.5781565,0.6224953
210.0,4.5338144,0.53850746
