Magnitude,Mean,Standard Deviation
10.0,2.3475409,1.619278
30.0,1.6127019,1.0698439
50.0,1.8228453,1.0132989
70.0,2.001831,1.0384641
90.0,2.16123,1.0273178
110.0,2.2499576,1.0086173
130.0,2.3233137,0.95569474
150.0,2.3920007,0.860261
170.0,2.3920631,0.7597412
190.0,2.3395786,0.7113833
210.0,2.3394923,0.62890536
