Min Mag,Mean,Standard Deviation,COV
6.0,0.99940467,0.79600686,0.796481
6.5,0.999127,0.62613344,0.62668055
7.0,0.9984556,0.5289161,0.52973425
7.5,0.9965285,0.547293,0.5491995
