Scenario,Distance (km),Overall Result,Plot File Name,1s Min Criterion,1s Max Criterion,1s GMPE Median,1s Sim Median,1s Sim Std Dev,1s Result,1.1s Min Criterion,1.1s Max Criterion,1.1s GMPE Median,1.1s Sim Median,1.1s Sim Std Dev,1.1s Result,1.2s Min Criterion,1.2s Max Criterion,1.2s GMPE Median,1.2s Sim Median,1.2s Sim Std Dev,1.2s Result,1.3s Min Criterion,1.3s Max Criterion,1.3s GMPE Median,1.3s Sim Median,1.3s Sim Std Dev,1.3s Result,1.5s Min Criterion,1.5s Max Criterion,1.5s GMPE Median,1.5s Sim Median,1.5s Sim Std Dev,1.5s Result,1.7s Min Criterion,1.7s Max Criterion,1.7s GMPE Median,1.7s Sim Median,1.7s Sim Std Dev,1.7s Result,2s Min Criterion,2s Max Criterion,2s GMPE Median,2s Sim Median,2s Sim Std Dev,2s Result,2.2s Min Criterion,2.2s Max Criterion,2.2s GMPE Median,2.2s Sim Median,2.2s Sim Std Dev,2.2s Result,2.4s Min Criterion,2.4s Max Criterion,2.4s GMPE Median,2.4s Sim Median,2.4s Sim Std Dev,2.4s Result,2.6s Min Criterion,2.6s Max Criterion,2.6s GMPE Median,2.6s Sim Median,2.6s Sim Std Dev,2.6s Result,2.8s Min Criterion,2.8s Max Criterion,2.8s GMPE Median,2.8s Sim Median,2.8s Sim Std Dev,2.8s Result,3s Min Criterion,3s Max Criterion,3s GMPE Median,3s Sim Median,3s Sim Std Dev,3s Result
"M7.6, Vertical Strike-Slip with Surface Rupture",20.0,FAIL,bbp_partB_m7p6_vert_ss_surface_20km.png,0.14103879,0.29355377,0.20347597,0.668545,0.41950807,FAIL,0.1269269,0.26668823,0.18485418,0.59875,0.44075218,FAIL,0.11528035,0.24431463,0.16934599,0.54239,0.46028343,FAIL,0.10551265,0.22539426,0.1562314,0.48296,0.46974888,FAIL,0.09006624,0.19514519,0.13526434,0.37846,0.4677202,FAIL,0.07956984,0.17116481,0.118642405,0.311885,0.4646155,FAIL,0.067744486,0.14436968,0.10006943,0.25387,0.4680642,FAIL,0.06258931,0.13264537,0.09194276,0.227035,0.48534685,FAIL,0.058226317,0.1227753,0.08510135,0.197825,0.46830478,FAIL,0.054481838,0.11434559,0.07925832,0.17058,0.43988,FAIL,0.051230025,0.10705779,0.07420681,0.15522,0.4492078,FAIL,0.04837736,0.10069114,0.069793776,0.143765,0.46085584,FAIL
"M7.6, Vertical Strike-Slip with Surface Rupture",50.0,FAIL,bbp_partB_m7p6_vert_ss_surface_50km.png,0.06490413,0.1418643,0.0968586,0.24743,0.4832506,FAIL,0.05891933,0.12928168,0.0883417,0.224915,0.51224864,FAIL,0.05393883,0.118771695,0.08122202,0.205605,0.5379971,FAIL,0.04972985,0.10985963,0.07518036,0.188205,0.564512,FAIL,0.043006644,0.09556009,0.06547702,0.15855,0.60712475,FAIL,0.038227558,0.083469704,0.057480734,0.133295,0.61885077,FAIL,0.03280566,0.07002411,0.048537012,0.10554,0.63553727,FAIL,0.030246783,0.06418065,0.04448664,0.0913075,0.63874364,FAIL,0.028085398,0.05927284,0.0410848,0.082775995,0.64954406,FAIL,0.026233772,0.055090193,0.03818561,0.0769585,0.66005725,FAIL,0.024628447,0.051481273,0.0356841,0.069186,0.65086216,FAIL,0.023222351,0.048334282,0.033502772,0.0630345,0.6472536,FAIL
"M7.6, Vertical Strike-Slip with Surface Rupture",100.0,FAIL,bbp_partB_m7p6_vert_ss_surface_100km.png,0.030443717,0.08528418,0.052652583,0.108415,0.5370292,FAIL,0.027846511,0.077994436,0.048337504,0.0953005,0.5663992,FAIL,0.025669413,0.071884885,0.044707686,0.0821485,0.58298534,FAIL,0.023817305,0.066688165,0.041609775,0.073192,0.57206,FAIL,0.020832779,0.05831581,0.03659648,0.0580165,0.5678339,PASS,0.01863625,0.051256668,0.03223371,0.0477285,0.5634285,PASS,0.016126048,0.0433501,0.027335541,0.0366975,0.5923819,PASS,0.01530963,0.03912265,0.025020912,0.032275993,0.6055801,PASS,0.014600444,0.03562431,0.023079386,0.028906,0.6236818,PASS,0.013977103,0.032683067,0.021426678,0.026229,0.6424559,PASS,0.01342373,0.030176854,0.02000221,0.024573997,0.65302145,PASS,0.012928263,0.028016679,0.018761318,0.022752998,0.641543,PASS
