Min Mag,Mean,Standard Deviation,COV
6.0,0.9820696,0.7421482,0.75569814
6.5,0.6474884,0.40144902,0.6200096
7.0,0.42081037,0.24191445,0.57487756
7.5,0.201399,0.16595484,0.8240102
