Min Mag,Mean,Standard Deviation,COV
6.0,0.99960506,0.33188647,0.3320176
6.5,0.99958754,0.31333575,0.31346506
7.0,0.9994891,0.3056998,0.30585605
7.5,0.99856263,0.4027111,0.40329075
