Min Mag,Mean,Standard Deviation,COV
6.0,0.99957794,0.48764142,0.48784733
6.5,0.9996315,0.3727336,0.37287098
7.0,0.99957204,0.34083852,0.34098443
7.5,0.99866736,0.41044283,0.41099054
