Min Mag,Mean,Standard Deviation,COV
6.0,0.9995944,0.85806704,0.8584152
6.5,0.9995169,0.63521224,0.63551927
7.0,0.99927485,0.5423876,0.5427812
7.5,0.9985291,0.5076327,0.5083805
