Magnitude,Mean,Standard Deviation
10.0,1.4760041,1.0339354
30.0,1.1573155,0.3042986
50.0,1.288734,0.27721453
70.0,1.3685265,0.2649446
90.0,1.4149381,0.25482976
110.0,1.4379082,0.24903917
130.0,1.4725707,0.23651549
150.0,1.4742713,0.21429688
170.0,1.4735866,0.19893652
190.0,1.4698685,0.1836267
210.0,1.479256,0.16356012
