Magnitude,Mean,Standard Deviation
10.0,3.9630883,1.3992178
30.0,1.8185127,0.4811111
50.0,2.0081072,0.43036607
70.0,2.124414,0.40734127
90.0,2.1946316,0.39388394
110.0,2.2289531,0.3836868
130.0,2.281012,0.36506733
150.0,2.2802486,0.33131206
170.0,2.2765195,0.30252293
190.0,2.2723966,0.27766296
210.0,2.277339,0.24336603
