Min Mag,Mean,Standard Deviation,COV
6.0,0.94828486,0.9356331,0.9866583
6.5,0.60951716,0.39784,0.65271336
7.0,0.5051999,0.28058496,0.55539393
7.5,0.3002886,0.21409437,0.7129621
