Magnitude,Mean,Standard Deviation,0.0 fractile,0.025 fractile,0.16 fractile,0.5 fractile,0.84 fractile,0.975 fractile,1.0 fractile
6.000034,3.8758489787298505,2.6195952509818716,0.3461682450640329,0.7777084761502835,1.6651381413741573,3.2920533255947797,5.996527830924505,10.19594855466368,29.360947098745452
6.106683,3.5434824186681113,2.3238607611539113,0.3879544542470583,0.8499268840049701,1.6243104200644554,2.9927272486324075,5.39104055460576,9.445247337319142,24.190128491710446
6.2133317,3.232572840238648,2.9245955220692625,0.3168268389618595,0.734980639072936,1.2896831047777557,2.540646549148886,4.7025285960982,10.852774031255429,34.24256305566988
6.319981,2.8154657022658083,2.6045139464816827,0.4265194537818594,0.7234372351457922,1.1987290394119081,2.214393349631912,3.8488968136567374,9.370928418996181,32.00428815360948
6.42663,2.6770492308041627,2.3680029105540186,0.38113503569544577,0.6477085969638111,1.1183784524437976,2.1017062738781,3.753953231278872,9.487256920139448,21.3811788154116
6.533279,3.060806052435419,3.242025609776265,0.33236721152427456,0.6100695875000768,1.027181214229216,1.9771358487721415,4.498298221703213,12.487368162253183,25.23108373535387
6.639928,2.788005463090191,3.3178999489201595,0.33461566966161227,0.5753687617936262,0.9583611748619807,1.701373730766157,3.882490978876142,13.68302878990319,31.90637731791568
6.7465773,2.717118985423842,3.0620562631410415,0.3551564159643621,0.5851041630035588,0.9571961395061286,1.6543402151760251,4.14787662264544,12.133491351381915,29.49026100414314
6.853226,2.4486226278615515,2.593569136011691,0.4041090068492375,0.5764239188709346,0.8678999000913061,1.4965951949806136,3.941565625095875,9.721506254807018,25.445199307369936
6.959875,2.243200224462491,2.2770678057898945,0.3819258706804221,0.5779645340994018,0.8537850687768569,1.418977355978491,3.5712854080174092,9.055941909110876,28.70702758493727
7.066524,2.2658174036719974,2.0708763875788465,0.38052566234132984,0.5884811916114095,0.9012132896082172,1.4819233901320596,3.8262820958321706,8.319657210831952,18.95994057007195
7.173173,2.2028845961840022,1.9009932248377177,0.3366853921919056,0.5759132010538904,0.8566306016009879,1.4486111529163956,3.9733982068764835,7.326547448485768,12.35081400072116
7.2798223,2.062837922982168,1.6879670373939075,0.3305940456576434,0.5672349994923214,0.8367873240891099,1.4182692597556266,3.5447089350230327,6.753120808953232,11.143999060854517
7.3864713,1.9477512443533735,1.3582902647410058,0.4452115582999031,0.5958149775573509,0.8880741791363783,1.445584189732282,3.2249285715506444,5.409546094187018,8.422113404940191
7.49312,1.9450806742996531,1.2782419644801253,0.4821554523797947,0.6387548710835147,0.9579985812813799,1.5057630991104707,3.0334260811053957,5.7127319834277195,7.905154769398185
7.599769,1.743150889817415,0.8375839181425518,0.40492290287828564,0.6732213862575994,1.0148304937145962,1.5591021380937213,2.4701386459317187,4.219559827168157,5.989631240169016
7.7064185,1.894389603708065,0.8662457773794626,0.6234070703447248,0.7630683383519092,1.152952395256947,1.6558210296308742,2.7077720489137223,4.258615371551805,5.497211356612811
7.8130674,2.127961778954163,1.1308251588824811,0.5565476856344408,0.8440400687132072,1.2585828556097158,1.9206524997644105,2.8024290073142106,6.0160051892389514,8.11900910878987
7.9197164,2.105328323168174,1.1130718514444435,0.4255144599244738,0.6986144020975316,1.2080849262324964,1.7863309390328954,3.109403382800644,5.575122573681081,5.605031597829242
8.026365,2.2757420624006026,0.70698070267136,1.11525112089589,1.11525112089589,1.6246484265695136,2.2308721075570768,2.7899876914779806,4.950593361450632,4.950593361450632
